artist,song_name,weekly_rank,week_of
17,NC,41,8/18/2018
800,1,45,2/24/2018
800,1,40,2/17/2018
800,1,33,2/10/2018
800,1,46,2/3/2018
800,1,45,1/27/2018
800,1,44,1/20/2018
800,1,33,1/13/2018
800,1,34,1/6/2018
800,1,22,12/30/2017
800,1,19,12/23/2017
800,1,14,12/16/2017
800,1,13,12/9/2017
800,1,8,12/2/2017
800,1,6,11/25/2017
800,1,4,11/18/2017
800,1,3,11/11/2017
800,1,3,11/4/2017
800,1,3,10/28/2017
800,1,4,10/21/2017
800,1,4,10/14/2017
800,1,4,10/7/2017
800,1,3,9/30/2017
800,1,5,9/23/2017
800,1,9,9/16/2017
800,1,29,9/9/2017
800,1,37,9/2/2017
800,1,50,8/26/2017
800,1,52,8/19/2017
800,1,57,8/12/2017
800,1,55,8/5/2017
800,1,61,7/29/2017
800,1,64,7/22/2017
800,1,64,7/15/2017
800,1,68,7/8/2017
800,1,68,7/1/2017
800,1,65,6/24/2017
800,1,62,6/17/2017
800,1,63,6/10/2017
800,1,64,6/3/2017
800,1,47,5/27/2017
800,1,61,5/20/2017
2 Chainz,4:00 AM,95,9/9/2017
2 Chainz,4:00 AM,90,9/2/2017
2 Chainz,4:00 AM,93,8/26/2017
2 Chainz,4:00 AM,83,8/19/2017
2 Chainz,4:00 AM,88,8/12/2017
2 Chainz,4:00 AM,83,8/5/2017
2 Chainz,4:00 AM,76,7/29/2017
2 Chainz,4:00 AM,65,7/22/2017
2 Chainz,4:00 AM,59,7/15/2017
2 Chainz,4:00 AM,55,7/8/2017
2 Chainz,4:00 AM,84,7/1/2017
2 Chainz,4:00 AM,73,6/24/2017
2 Chainz,It's A Vibe,79,11/11/2017
2 Chainz,It's A Vibe,68,11/4/2017
2 Chainz,It's A Vibe,68,10/28/2017
2 Chainz,It's A Vibe,64,10/21/2017
2 Chainz,It's A Vibe,66,10/14/2017
2 Chainz,It's A Vibe,60,10/7/2017
2 Chainz,It's A Vibe,60,9/30/2017
2 Chainz,It's A Vibe,51,9/23/2017
2 Chainz,It's A Vibe,48,9/16/2017
2 Chainz,It's A Vibe,44,9/9/2017
2 Chainz,It's A Vibe,47,9/2/2017
2 Chainz,It's A Vibe,46,8/26/2017
2 Chainz,It's A Vibe,53,8/19/2017
2 Chainz,It's A Vibe,62,8/12/2017
2 Chainz,It's A Vibe,56,8/5/2017
2 Chainz,It's A Vibe,64,7/29/2017
2 Chainz,It's A Vibe,63,7/22/2017
2 Chainz,It's A Vibe,63,7/15/2017
2 Chainz,It's A Vibe,58,7/8/2017
2 Chainz,It's A Vibe,95,7/1/2017
2 Chainz,Momma I Hit A Lick,100,3/16/2019
2 Chainz,Proud,99,4/21/2018
2 Chainz,Proud,96,4/14/2018
2 Chainz,Rule The World,98,5/25/2019
2 Chainz,Rule The World,94,3/16/2019
2 Chainz,Whip,75,3/16/2019
2 Chainz,Good Drank,97,7/15/2017
2 Chainz,Good Drank,70,7/8/2017
2 Chainz,Good Drank,94,7/1/2017
2 Chainz,Good Drank,84,6/24/2017
2 Chainz,Good Drank,87,6/17/2017
2 Chainz,Good Drank,88,6/10/2017
2 Chainz,Good Drank,89,6/3/2017
2 Chainz,Good Drank,86,5/27/2017
2 Chainz,Good Drank,88,5/20/2017
2 Chainz,Good Drank,99,5/13/2017
2 Chainz,Good Drank,96,5/6/2017
2 Chainz,Good Drank,82,4/29/2017
2 Chainz,Good Drank,95,4/22/2017
2 Chainz,Good Drank,95,4/15/2017
2 Chainz,Good Drank,93,4/1/2017
2 Chainz,Good Drank,92,2/11/2017
21 Savage,1.5,86,1/5/2019
21 Savage,A Lot,49,6/8/2019
21 Savage,A Lot,46,6/1/2019
21 Savage,A Lot,38,5/25/2019
21 Savage,A Lot,30,5/18/2019
21 Savage,A Lot,22,5/11/2019
21 Savage,A Lot,24,5/4/2019
21 Savage,A Lot,22,4/27/2019
21 Savage,A Lot,22,4/20/2019
21 Savage,A Lot,22,4/13/2019
21 Savage,A Lot,22,4/6/2019
21 Savage,A Lot,21,3/30/2019
21 Savage,A Lot,21,3/23/2019
21 Savage,A Lot,18,3/16/2019
21 Savage,A Lot,18,3/9/2019
21 Savage,A Lot,17,3/2/2019
21 Savage,A Lot,15,2/23/2019
21 Savage,A Lot,12,2/16/2019
21 Savage,A Lot,26,2/9/2019
21 Savage,A Lot,34,2/2/2019
21 Savage,A Lot,34,1/26/2019
21 Savage,A Lot,33,1/19/2019
21 Savage,A Lot,36,1/12/2019
21 Savage,A Lot,37,1/5/2019
21 Savage,All My Friends,97,1/12/2019
21 Savage,All My Friends,67,1/5/2019
21 Savage,ASMR,95,1/5/2019
21 Savage,Bank Account,47,2/3/2018
21 Savage,Bank Account,38,1/27/2018
21 Savage,Bank Account,37,1/20/2018
21 Savage,Bank Account,29,1/13/2018
21 Savage,Bank Account,28,1/6/2018
21 Savage,Bank Account,27,12/30/2017
21 Savage,Bank Account,24,12/23/2017
21 Savage,Bank Account,18,12/16/2017
21 Savage,Bank Account,15,12/9/2017
21 Savage,Bank Account,27,12/2/2017
21 Savage,Bank Account,15,11/25/2017
21 Savage,Bank Account,16,11/18/2017
21 Savage,Bank Account,15,11/11/2017
21 Savage,Bank Account,16,11/4/2017
21 Savage,Bank Account,14,10/28/2017
21 Savage,Bank Account,16,10/21/2017
21 Savage,Bank Account,15,10/14/2017
21 Savage,Bank Account,17,10/7/2017
21 Savage,Bank Account,15,9/30/2017
21 Savage,Bank Account,12,9/23/2017
21 Savage,Bank Account,12,9/16/2017
21 Savage,Bank Account,12,9/9/2017
21 Savage,Bank Account,12,9/2/2017
21 Savage,Bank Account,12,8/26/2017
21 Savage,Bank Account,18,8/19/2017
21 Savage,Bank Account,21,8/12/2017
21 Savage,Bank Account,34,8/5/2017
21 Savage,Bank Account,33,7/29/2017
21 Savage,Break Da Law,70,1/5/2019
21 Savage,Can't Leave Without It,93,1/26/2019
21 Savage,Can't Leave Without It,70,1/19/2019
21 Savage,Can't Leave Without It,65,1/12/2019
21 Savage,Can't Leave Without It,58,1/5/2019
21 Savage,Famous,94,7/29/2017
21 Savage,Gun Smoke,93,1/5/2019
21 Savage,Monster,90,1/19/2019
21 Savage,Monster,78,1/12/2019
21 Savage,Monster,73,1/5/2019
21 Savage,Out For The Night,88,1/5/2019
21 Savage,Red Opps,78,2/4/2017
21 Savage,Red Opps,74,1/28/2017
21 Savage,Red Opps,75,1/21/2017
21 Savage,Red Opps,75,1/14/2017
21 Savage,Red Opps,92,1/7/2017
21 Savage,No Heart,77,3/18/2017
21 Savage,No Heart,85,3/11/2017
21 Savage,No Heart,82,3/4/2017
21 Savage,No Heart,81,2/25/2017
21 Savage,No Heart,73,2/18/2017
21 Savage,No Heart,61,2/11/2017
21 Savage,No Heart,50,2/4/2017
21 Savage,No Heart,46,1/28/2017
21 Savage,No Heart,43,1/21/2017
21 Savage,No Heart,43,1/14/2017
21 Savage,No Heart,53,1/7/2017
21 Savage,No Heart,55,12/31/2016
21 Savage,No Heart,57,12/24/2016
21 Savage,No Heart,70,12/17/2016
21 Savage,No Heart,61,12/10/2016
21 Savage,No Heart,65,12/3/2016
21 Savage,X,49,2/18/2017
21 Savage,X,41,2/11/2017
21 Savage,X,37,2/4/2017
21 Savage,X,36,1/28/2017
21 Savage,X,36,1/21/2017
21 Savage,X,36,1/14/2017
21 Savage,X,43,1/7/2017
21 Savage,X,51,12/31/2016
21 Savage,X,43,12/24/2016
21 Savage,X,41,12/17/2016
21 Savage,X,36,12/10/2016
21 Savage,X,36,12/3/2016
21 Savage,Ghostface Killers,90,12/30/2017
21 Savage,Ghostface Killers,81,12/23/2017
21 Savage,Ghostface Killers,75,12/16/2017
21 Savage,Ghostface Killers,65,12/9/2017
21 Savage,Ghostface Killers,57,12/2/2017
21 Savage,Ghostface Killers,35,11/25/2017
21 Savage,Ghostface Killers,57,11/18/2017
21 Savage,Mad Stalkers,99,11/25/2017
21 Savage,Rap Saved Me,88,12/2/2017
21 Savage,Rap Saved Me,64,11/25/2017
21 Savage,Rap Saved Me,74,11/18/2017
5 Seconds Of Summer,Easier,64,7/6/2019
5 Seconds Of Summer,Easier,62,6/29/2019
5 Seconds Of Summer,Easier,63,6/22/2019
5 Seconds Of Summer,Easier,63,6/15/2019
5 Seconds Of Summer,Easier,48,6/8/2019
5 Seconds Of Summer,Want You Back,61,3/10/2018
5 Seconds Of Summer,Youngblood,50,5/11/2019
5 Seconds Of Summer,Youngblood,50,5/4/2019
5 Seconds Of Summer,Youngblood,47,4/27/2019
5 Seconds Of Summer,Youngblood,43,4/20/2019
5 Seconds Of Summer,Youngblood,40,4/13/2019
5 Seconds Of Summer,Youngblood,32,4/6/2019
5 Seconds Of Summer,Youngblood,33,3/30/2019
5 Seconds Of Summer,Youngblood,33,3/23/2019
5 Seconds Of Summer,Youngblood,30,3/16/2019
5 Seconds Of Summer,Youngblood,31,3/9/2019
5 Seconds Of Summer,Youngblood,26,3/2/2019
5 Seconds Of Summer,Youngblood,34,2/23/2019
5 Seconds Of Summer,Youngblood,23,2/16/2019
5 Seconds Of Summer,Youngblood,21,2/9/2019
5 Seconds Of Summer,Youngblood,17,2/2/2019
5 Seconds Of Summer,Youngblood,16,1/26/2019
5 Seconds Of Summer,Youngblood,16,1/19/2019
5 Seconds Of Summer,Youngblood,14,1/12/2019
5 Seconds Of Summer,Youngblood,24,1/5/2019
5 Seconds Of Summer,Youngblood,20,12/29/2018
5 Seconds Of Summer,Youngblood,22,12/22/2018
5 Seconds Of Summer,Youngblood,14,12/15/2018
5 Seconds Of Summer,Youngblood,12,12/8/2018
5 Seconds Of Summer,Youngblood,12,12/1/2018
5 Seconds Of Summer,Youngblood,12,11/24/2018
5 Seconds Of Summer,Youngblood,11,11/17/2018
5 Seconds Of Summer,Youngblood,7,11/10/2018
5 Seconds Of Summer,Youngblood,7,11/3/2018
5 Seconds Of Summer,Youngblood,9,10/27/2018
5 Seconds Of Summer,Youngblood,7,10/20/2018
5 Seconds Of Summer,Youngblood,8,10/13/2018
5 Seconds Of Summer,Youngblood,10,10/6/2018
5 Seconds Of Summer,Youngblood,10,9/29/2018
5 Seconds Of Summer,Youngblood,11,9/22/2018
5 Seconds Of Summer,Youngblood,13,9/15/2018
5 Seconds Of Summer,Youngblood,15,9/8/2018
5 Seconds Of Summer,Youngblood,15,9/1/2018
5 Seconds Of Summer,Youngblood,17,8/25/2018
5 Seconds Of Summer,Youngblood,22,8/18/2018
5 Seconds Of Summer,Youngblood,23,8/11/2018
5 Seconds Of Summer,Youngblood,25,8/4/2018
5 Seconds Of Summer,Youngblood,32,7/28/2018
5 Seconds Of Summer,Youngblood,40,7/21/2018
5 Seconds Of Summer,Youngblood,66,7/14/2018
5 Seconds Of Summer,Youngblood,52,7/7/2018
5 Seconds Of Summer,Youngblood,49,6/30/2018
5 Seconds Of Summer,Youngblood,79,6/23/2018
5 Seconds Of Summer,Youngblood,96,6/16/2018
6ix9ine,BEBE,86,12/8/2018
6ix9ine,BEBE,88,10/6/2018
6ix9ine,BEBE,86,9/29/2018
6ix9ine,BEBE,53,9/22/2018
6ix9ine,BEBE,30,9/15/2018
6ix9ine,Billy,91,4/28/2018
6ix9ine,Billy,68,4/21/2018
6ix9ine,Billy,60,4/14/2018
6ix9ine,Billy,57,4/7/2018
6ix9ine,Billy,61,3/31/2018
6ix9ine,Billy,50,3/24/2018
6ix9ine,Billy,53,3/17/2018
6ix9ine,Billy,60,3/10/2018
6ix9ine,FEFE,52,12/15/2018
6ix9ine,FEFE,36,12/8/2018
6ix9ine,FEFE,38,12/1/2018
6ix9ine,FEFE,42,11/24/2018
6ix9ine,FEFE,31,11/17/2018
6ix9ine,FEFE,27,11/10/2018
6ix9ine,FEFE,25,11/3/2018
6ix9ine,FEFE,18,10/27/2018
6ix9ine,FEFE,10,10/20/2018
6ix9ine,FEFE,12,10/13/2018
6ix9ine,FEFE,8,10/6/2018
6ix9ine,FEFE,8,9/29/2018
6ix9ine,FEFE,7,9/22/2018
6ix9ine,FEFE,4,9/15/2018
6ix9ine,FEFE,5,9/8/2018
6ix9ine,FEFE,4,9/1/2018
6ix9ine,FEFE,4,8/25/2018
6ix9ine,FEFE,5,8/18/2018
6ix9ine,FEFE,3,8/11/2018
6ix9ine,FEFE,4,8/4/2018
6ix9ine,Gotti,99,4/28/2018
6ix9ine,Gummo,56,4/7/2018
6ix9ine,Gummo,63,3/31/2018
6ix9ine,Gummo,52,3/24/2018
6ix9ine,Gummo,28,3/17/2018
6ix9ine,Gummo,16,3/10/2018
6ix9ine,Gummo,25,3/3/2018
6ix9ine,Gummo,28,2/24/2018
6ix9ine,Gummo,24,2/17/2018
6ix9ine,Gummo,24,2/10/2018
6ix9ine,Gummo,18,2/3/2018
6ix9ine,Gummo,13,1/27/2018
6ix9ine,Gummo,19,1/20/2018
6ix9ine,Gummo,20,1/13/2018
6ix9ine,Gummo,15,1/6/2018
6ix9ine,Gummo,12,12/30/2017
6ix9ine,Gummo,13,12/23/2017
6ix9ine,Gummo,54,12/16/2017
6ix9ine,Gummo,29,12/9/2017
6ix9ine,Gummo,58,12/2/2017
6ix9ine,KIKA,96,1/19/2019
6ix9ine,KIKA,84,1/12/2019
6ix9ine,KIKA,76,12/29/2018
6ix9ine,KIKA,60,12/22/2018
6ix9ine,KIKA,44,12/15/2018
6ix9ine,KIKA,59,12/8/2018
6ix9ine,Kooda,89,3/10/2018
6ix9ine,Kooda,86,2/3/2018
6ix9ine,Kooda,73,1/27/2018
6ix9ine,Kooda,73,1/20/2018
6ix9ine,Kooda,68,1/13/2018
6ix9ine,Kooda,67,1/6/2018
6ix9ine,Kooda,50,12/30/2017
6ix9ine,Kooda,61,12/23/2017
6ix9ine,MAMA,100,12/29/2018
6ix9ine,MAMA,75,12/22/2018
6ix9ine,MAMA,43,12/15/2018
6ix9ine,MAMA,58,12/8/2018
6ix9ine,RONDO,73,3/10/2018
6ix9ine,STOOPID,89,12/15/2018
6ix9ine,STOOPID,61,12/8/2018
6ix9ine,STOOPID,85,12/1/2018
6ix9ine,STOOPID,88,11/24/2018
6ix9ine,STOOPID,80,11/17/2018
6ix9ine,STOOPID,65,11/10/2018
6ix9ine,STOOPID,48,11/3/2018
6ix9ine,STOOPID,51,10/27/2018
6ix9ine,STOOPID,25,10/20/2018
6ix9ine,TATI,72,7/7/2018
6ix9ine,TATI,68,6/30/2018
6ix9ine,TATI,50,6/23/2018
6ix9ine,TATI,47,6/16/2018
6ix9ine,TATI,46,6/9/2018
6ix9ine,TIC TOC,91,12/22/2018
6ix9ine,TIC TOC,53,12/15/2018
6ix9ine,TIC TOC,62,12/8/2018
6ix9ine,WAKA,78,12/22/2018
6ix9ine,WAKA,51,12/15/2018
6ix9ine,WAKA,71,12/8/2018
6ix9ine,KEKE,90,3/17/2018
6ix9ine,KEKE,63,3/10/2018
6ix9ine,KEKE,82,3/3/2018
6ix9ine,KEKE,77,2/24/2018
6ix9ine,KEKE,67,2/17/2018
6ix9ine,KEKE,63,2/10/2018
6ix9ine,KEKE,43,2/3/2018
6ix9ine,KEKE,64,1/27/2018
6LACK,Prblms,82,6/3/2017
6LACK,Prblms,81,5/27/2017
6LACK,Prblms,78,5/20/2017
6LACK,Prblms,72,5/13/2017
6LACK,Prblms,88,4/29/2017
6LACK,Prblms,97,4/22/2017
6LACK,Prblms,96,4/15/2017
6LACK,Prblms,95,4/1/2017
6LACK,Pretty Little Fears,76,9/29/2018
A Boogie Wit da Hoodie,Beast Mode,86,10/21/2017
A Boogie Wit da Hoodie,Demons And Angels,95,1/19/2019
A Boogie Wit da Hoodie,Demons And Angels,90,1/12/2019
A Boogie Wit da Hoodie,Demons And Angels,94,1/5/2019
A Boogie Wit da Hoodie,Drowning,46,9/9/2017
A Boogie Wit da Hoodie,Drowning,41,9/2/2017
A Boogie Wit da Hoodie,Drowning,39,8/26/2017
A Boogie Wit da Hoodie,Drowning,40,8/19/2017
A Boogie Wit da Hoodie,Drowning,43,8/12/2017
A Boogie Wit da Hoodie,Drowning,38,8/5/2017
A Boogie Wit da Hoodie,Drowning,42,7/29/2017
A Boogie Wit da Hoodie,Drowning,41,7/22/2017
A Boogie Wit da Hoodie,Drowning,39,7/15/2017
A Boogie Wit da Hoodie,Drowning,41,7/8/2017
A Boogie Wit da Hoodie,Drowning,42,7/1/2017
A Boogie Wit da Hoodie,Drowning,44,6/24/2017
A Boogie Wit da Hoodie,Drowning,41,6/17/2017
A Boogie Wit da Hoodie,Drowning,48,6/10/2017
A Boogie Wit da Hoodie,Drowning,47,6/3/2017
A Boogie Wit da Hoodie,Drowning,50,5/27/2017
A Boogie Wit da Hoodie,Drowning,50,5/20/2017
A Boogie Wit da Hoodie,Drowning,55,5/13/2017
A Boogie Wit da Hoodie,Drowning,72,5/6/2017
A Boogie Wit da Hoodie,Drowning,75,4/29/2017
A Boogie Wit da Hoodie,Drowning,94,4/22/2017
A Boogie Wit da Hoodie,Look Back At It,47,7/6/2019
A Boogie Wit da Hoodie,Look Back At It,40,6/29/2019
A Boogie Wit da Hoodie,Look Back At It,40,6/22/2019
A Boogie Wit da Hoodie,Look Back At It,33,6/15/2019
A Boogie Wit da Hoodie,Look Back At It,28,6/8/2019
A Boogie Wit da Hoodie,Look Back At It,29,6/1/2019
A Boogie Wit da Hoodie,Look Back At It,28,5/25/2019
A Boogie Wit da Hoodie,Look Back At It,27,5/18/2019
A Boogie Wit da Hoodie,Look Back At It,29,5/11/2019
A Boogie Wit da Hoodie,Look Back At It,28,5/4/2019
A Boogie Wit da Hoodie,Look Back At It,37,4/27/2019
A Boogie Wit da Hoodie,Look Back At It,36,4/20/2019
A Boogie Wit da Hoodie,Look Back At It,37,4/13/2019
A Boogie Wit da Hoodie,Look Back At It,35,4/6/2019
A Boogie Wit da Hoodie,Look Back At It,36,3/30/2019
A Boogie Wit da Hoodie,Look Back At It,36,3/23/2019
A Boogie Wit da Hoodie,Look Back At It,35,3/16/2019
A Boogie Wit da Hoodie,Look Back At It,35,3/9/2019
A Boogie Wit da Hoodie,Look Back At It,39,3/2/2019
A Boogie Wit da Hoodie,Look Back At It,47,2/23/2019
A Boogie Wit da Hoodie,Look Back At It,32,2/16/2019
A Boogie Wit da Hoodie,Look Back At It,40,2/9/2019
A Boogie Wit da Hoodie,Look Back At It,44,2/2/2019
A Boogie Wit da Hoodie,Look Back At It,40,1/26/2019
A Boogie Wit da Hoodie,Look Back At It,49,1/19/2019
A Boogie Wit da Hoodie,Look Back At It,54,1/12/2019
A Boogie Wit da Hoodie,Look Back At It,66,1/5/2019
A Boogie Wit da Hoodie,Look Back At It,96,12/29/2018
A Boogie Wit da Hoodie,Look Back At It,95,12/22/2018
A Boogie Wit da Hoodie,No Promises,93,10/28/2017
A Boogie Wit da Hoodie,No Promises,74,10/21/2017
A Boogie Wit da Hoodie,Say A',94,10/28/2017
A Boogie Wit da Hoodie,Say A',75,10/21/2017
A Boogie Wit da Hoodie,Startender,99,3/2/2019
A Boogie Wit da Hoodie,Startender,99,2/23/2019
A Boogie Wit da Hoodie,Startender,85,2/16/2019
A Boogie Wit da Hoodie,Startender,84,2/9/2019
A Boogie Wit da Hoodie,Startender,80,2/2/2019
A Boogie Wit da Hoodie,Startender,65,1/26/2019
A Boogie Wit da Hoodie,Startender,59,1/19/2019
A Boogie Wit da Hoodie,Startender,61,1/12/2019
A Boogie Wit da Hoodie,Startender,65,1/5/2019
A Boogie Wit da Hoodie,Swervin,63,5/18/2019
A Boogie Wit da Hoodie,Swervin,58,5/11/2019
A Boogie Wit da Hoodie,Swervin,54,5/4/2019
A Boogie Wit da Hoodie,Swervin,48,4/27/2019
A Boogie Wit da Hoodie,Swervin,50,4/20/2019
A Boogie Wit da Hoodie,Swervin,52,4/13/2019
A Boogie Wit da Hoodie,Swervin,44,4/6/2019
A Boogie Wit da Hoodie,Swervin,45,3/30/2019
A Boogie Wit da Hoodie,Swervin,49,3/23/2019
A Boogie Wit da Hoodie,Swervin,48,3/16/2019
A Boogie Wit da Hoodie,Swervin,44,3/9/2019
A Boogie Wit da Hoodie,Swervin,43,3/2/2019
A Boogie Wit da Hoodie,Swervin,51,2/23/2019
A Boogie Wit da Hoodie,Swervin,46,2/16/2019
A Boogie Wit da Hoodie,Swervin,45,2/9/2019
A Boogie Wit da Hoodie,Swervin,46,2/2/2019
A Boogie Wit da Hoodie,Swervin,39,1/26/2019
A Boogie Wit da Hoodie,Swervin,40,1/19/2019
A Boogie Wit da Hoodie,Swervin,38,1/12/2019
A Boogie Wit da Hoodie,Swervin,57,1/5/2019
A Boogie Wit da Hoodie,Timeless,86,2/4/2017
A Boogie Wit da Hoodie,Timeless,88,1/28/2017
A Boogie Wit da Hoodie,Timeless,89,1/21/2017
A Boogie Wit da Hoodie,Timeless,96,1/14/2017
A Boogie Wit da Hoodie,Undefeated,84,10/21/2017
A Tribe Called Quest,We The People....,77,12/3/2016
A$AP Ferg,Plain Jane,47,3/24/2018
A$AP Ferg,Plain Jane,45,3/17/2018
A$AP Ferg,Plain Jane,41,3/10/2018
A$AP Ferg,Plain Jane,38,3/3/2018
A$AP Ferg,Plain Jane,34,2/24/2018
A$AP Ferg,Plain Jane,33,2/17/2018
A$AP Ferg,Plain Jane,34,2/10/2018
A$AP Ferg,Plain Jane,27,2/3/2018
A$AP Ferg,Plain Jane,27,1/27/2018
A$AP Ferg,Plain Jane,29,1/20/2018
A$AP Ferg,Plain Jane,31,1/13/2018
A$AP Ferg,Plain Jane,31,1/6/2018
A$AP Ferg,Plain Jane,46,12/30/2017
A$AP Ferg,Plain Jane,41,12/23/2017
A$AP Ferg,Plain Jane,43,12/16/2017
A$AP Ferg,Plain Jane,50,12/9/2017
A$AP Ferg,Plain Jane,54,12/2/2017
A$AP Ferg,Plain Jane,59,11/25/2017
A$AP Ferg,Plain Jane,54,11/18/2017
A$AP Ferg,Plain Jane,55,11/11/2017
A$AP Ferg,Plain Jane,61,11/4/2017
A$AP Ferg,Plain Jane,86,10/28/2017
A$AP Ferg,Plain Jane,97,10/21/2017
A$AP Ferg,Plain Jane,98,10/14/2017
A$AP Rocky,Praise The Lord,84,8/11/2018
A$AP Rocky,Praise The Lord,96,8/4/2018
A$AP Rocky,Praise The Lord,96,7/28/2018
A$AP Rocky,Praise The Lord,82,7/7/2018
A$AP Rocky,Praise The Lord,79,6/30/2018
A$AP Rocky,Praise The Lord,70,6/23/2018
A$AP Rocky,Praise The Lord,70,6/16/2018
A$AP Rocky,Praise The Lord,45,6/9/2018
Adele,Water Under The Bridge,47,4/22/2017
Adele,Water Under The Bridge,46,4/15/2017
Adele,Water Under The Bridge,53,4/8/2017
Adele,Water Under The Bridge,43,4/1/2017
Adele,Water Under The Bridge,43,3/25/2017
Adele,Water Under The Bridge,41,3/18/2017
Adele,Water Under The Bridge,37,3/11/2017
Adele,Water Under The Bridge,31,3/4/2017
Adele,Water Under The Bridge,30,2/25/2017
Adele,Water Under The Bridge,28,2/18/2017
Adele,Water Under The Bridge,26,2/11/2017
Adele,Water Under The Bridge,34,2/4/2017
Adele,Water Under The Bridge,33,1/28/2017
Adele,Water Under The Bridge,38,1/21/2017
Adele,Water Under The Bridge,44,1/14/2017
Adele,Water Under The Bridge,51,1/7/2017
Adele,Water Under The Bridge,61,12/31/2016
Adele,Water Under The Bridge,58,12/24/2016
Adele,Water Under The Bridge,78,12/17/2016
Adele,Water Under The Bridge,80,12/10/2016
Adele,Water Under The Bridge,94,12/3/2016
AJR,Burn The House Down,100,12/1/2018
AJR,Weak,93,8/5/2017
AJR,Weak,95,7/29/2017
AJR,Weak,80,7/22/2017
AJR,Weak,75,7/15/2017
AJR,Weak,74,7/8/2017
AJR,Weak,73,7/1/2017
AJR,Weak,79,6/24/2017
AJR,Weak,86,6/17/2017
AJR,Weak,96,6/10/2017
AJR,Weak,94,5/6/2017
AJR,Weak,97,4/29/2017
Alec Benjamin,Let Me Down Slowly,97,5/4/2019
Alec Benjamin,Let Me Down Slowly,99,4/27/2019
Alec Benjamin,Let Me Down Slowly,98,4/20/2019
Alec Benjamin,Let Me Down Slowly,97,3/30/2019
Alec Benjamin,Let Me Down Slowly,94,3/2/2019
Alec Benjamin,Let Me Down Slowly,94,2/23/2019
Alec Benjamin,Let Me Down Slowly,94,2/16/2019
Alec Benjamin,Let Me Down Slowly,100,2/9/2019
Alec Benjamin,Let Me Down Slowly,79,1/26/2019
Alessia Cara,Growing Pains,92,9/1/2018
Alessia Cara,Growing Pains,83,8/25/2018
Alessia Cara,Growing Pains,83,8/18/2018
Alessia Cara,Growing Pains,71,8/11/2018
Alessia Cara,Growing Pains,66,8/4/2018
Alessia Cara,Growing Pains,65,7/28/2018
Alessia Cara,Growing Pains,86,7/21/2018
Alessia Cara,Growing Pains,99,7/14/2018
Alessia Cara,How Far I'll Go,98,4/29/2017
Alessia Cara,How Far I'll Go,92,4/22/2017
Alessia Cara,How Far I'll Go,91,4/15/2017
Alessia Cara,How Far I'll Go,100,4/8/2017
Alessia Cara,How Far I'll Go,76,4/1/2017
Alessia Cara,How Far I'll Go,89,3/25/2017
Alessia Cara,How Far I'll Go,80,3/18/2017
Alessia Cara,How Far I'll Go,94,3/11/2017
Alessia Cara,How Far I'll Go,91,3/4/2017
Alessia Cara,How Far I'll Go,83,2/25/2017
Alessia Cara,How Far I'll Go,77,2/18/2017
Alessia Cara,How Far I'll Go,68,2/11/2017
Alessia Cara,How Far I'll Go,56,2/4/2017
Alessia Cara,How Far I'll Go,59,1/28/2017
Alessia Cara,How Far I'll Go,58,1/21/2017
Alessia Cara,How Far I'll Go,69,1/14/2017
Alessia Cara,How Far I'll Go,81,1/7/2017
Alessia Cara,How Far I'll Go,94,12/31/2016
Alessia Cara,How Far I'll Go,88,12/17/2016
Alessia Cara,Scars To Your Beautiful,45,7/8/2017
Alessia Cara,Scars To Your Beautiful,49,7/1/2017
Alessia Cara,Scars To Your Beautiful,47,6/24/2017
Alessia Cara,Scars To Your Beautiful,42,6/17/2017
Alessia Cara,Scars To Your Beautiful,45,6/10/2017
Alessia Cara,Scars To Your Beautiful,41,6/3/2017
Alessia Cara,Scars To Your Beautiful,42,5/27/2017
Alessia Cara,Scars To Your Beautiful,45,5/20/2017
Alessia Cara,Scars To Your Beautiful,40,5/13/2017
Alessia Cara,Scars To Your Beautiful,43,5/6/2017
Alessia Cara,Scars To Your Beautiful,31,4/29/2017
Alessia Cara,Scars To Your Beautiful,30,4/22/2017
Alessia Cara,Scars To Your Beautiful,32,4/15/2017
Alessia Cara,Scars To Your Beautiful,34,4/8/2017
Alessia Cara,Scars To Your Beautiful,25,4/1/2017
Alessia Cara,Scars To Your Beautiful,21,3/25/2017
Alessia Cara,Scars To Your Beautiful,19,3/18/2017
Alessia Cara,Scars To Your Beautiful,14,3/11/2017
Alessia Cara,Scars To Your Beautiful,15,3/4/2017
Alessia Cara,Scars To Your Beautiful,8,2/25/2017
Alessia Cara,Scars To Your Beautiful,10,2/18/2017
Alessia Cara,Scars To Your Beautiful,10,2/11/2017
Alessia Cara,Scars To Your Beautiful,13,2/4/2017
Alessia Cara,Scars To Your Beautiful,13,1/28/2017
Alessia Cara,Scars To Your Beautiful,12,1/21/2017
Alessia Cara,Scars To Your Beautiful,15,1/14/2017
Alessia Cara,Scars To Your Beautiful,14,1/7/2017
Alessia Cara,Scars To Your Beautiful,18,12/31/2016
Alessia Cara,Scars To Your Beautiful,13,12/24/2016
Alessia Cara,Scars To Your Beautiful,15,12/17/2016
Alessia Cara,Scars To Your Beautiful,15,12/10/2016
Alessia Cara,Scars To Your Beautiful,17,12/3/2016
Ali Gatie,It's You,70,7/6/2019
Ali Gatie,It's You,97,6/29/2019
Alice Merton,No Roots,96,4/21/2018
