artist,song_name,weekly_rank,week_of
Brad Paisley,Today,89,4/1/2017
Brad Paisley,Today,74,3/25/2017
Brad Paisley,Today,69,3/18/2017
Brad Paisley,Today,71,3/11/2017
Brad Paisley,Today,67,3/4/2017
Brad Paisley,Today,75,2/25/2017
Brad Paisley,Today,81,2/18/2017
Brad Paisley,Today,74,2/11/2017
Brad Paisley,Today,92,2/4/2017
Brad Paisley,Today,95,1/28/2017
Bradley Cooper,Maybe It's Time,93,10/20/2018
Brantley Gilbert,The Weekend (na),69,6/3/2017
Brantley Gilbert,The Weekend (na),68,5/27/2017
Brantley Gilbert,The Weekend (na),66,5/20/2017
Brantley Gilbert,The Weekend (na),70,5/13/2017
Brantley Gilbert,The Weekend (na),77,5/6/2017
Brantley Gilbert,The Weekend (na),64,4/29/2017
Brantley Gilbert,The Weekend (na),80,4/22/2017
Brantley Gilbert,The Weekend (na),81,4/15/2017
Brantley Gilbert,The Weekend (na),93,4/8/2017
Brantley Gilbert,The Weekend (na),84,4/1/2017
Brantley Gilbert,The Weekend (na),87,3/25/2017
Brantley Gilbert,The Weekend (na),81,3/18/2017
Brantley Gilbert,The Weekend (na),81,3/11/2017
Brantley Gilbert,The Weekend (na),80,3/4/2017
Brantley Gilbert,The Weekend (na),79,2/25/2017
Brantley Gilbert,The Weekend (na),69,2/18/2017
Brantley Gilbert,The Weekend (na),79,2/11/2017
Brantley Gilbert,The Weekend (na),89,2/4/2017
Brantley Gilbert,The Weekend (na),93,1/28/2017
Brantley Gilbert,The Weekend (na),95,1/21/2017
Brenda Lee,Rockin' Around The Christmas Tree,9,1/5/2019
Brenda Lee,Rockin' Around The Christmas Tree,11,12/29/2018
Brenda Lee,Rockin' Around The Christmas Tree,18,12/22/2018
Brenda Lee,Rockin' Around The Christmas Tree,21,12/15/2018
Brenda Lee,Rockin' Around The Christmas Tree,23,12/8/2018
Brenda Lee,Rockin' Around The Christmas Tree,36,1/6/2018
Brenda Lee,Rockin' Around The Christmas Tree,34,12/30/2017
Brenda Lee,Rockin' Around The Christmas Tree,37,12/23/2017
Brenda Lee,Rockin' Around The Christmas Tree,27,1/7/2017
Brenda Lee,Rockin' Around The Christmas Tree,48,12/31/2016
Brenda Lee,Rockin' Around The Christmas Tree,37,12/24/2016
Brett Eldredge,Love Someone,88,7/6/2019
Brett Eldredge,Love Someone,71,6/29/2019
Brett Eldredge,Love Someone,52,6/22/2019
Brett Eldredge,Love Someone,57,6/15/2019
Brett Eldredge,Love Someone,72,6/8/2019
Brett Eldredge,Love Someone,83,6/1/2019
Brett Eldredge,Love Someone,78,5/25/2019
Brett Eldredge,Love Someone,89,5/18/2019
Brett Eldredge,Love Someone,91,5/11/2019
Brett Eldredge,Love Someone,93,5/4/2019
Brett Eldredge,The Long Way,85,5/5/2018
Brett Eldredge,The Long Way,65,4/28/2018
Brett Eldredge,The Long Way,71,4/21/2018
Brett Eldredge,The Long Way,65,4/14/2018
Brett Eldredge,The Long Way,68,4/7/2018
Brett Eldredge,The Long Way,74,3/31/2018
Brett Eldredge,The Long Way,77,3/24/2018
Brett Eldredge,The Long Way,77,3/17/2018
Brett Eldredge,The Long Way,75,3/10/2018
Brett Eldredge,The Long Way,80,3/3/2018
Brett Eldredge,The Long Way,94,2/24/2018
Brett Eldredge,The Long Way,93,2/17/2018
Brett Eldredge,Wanna Be That Song,90,3/4/2017
Brett Eldredge,Wanna Be That Song,88,2/25/2017
Brett Eldredge,Wanna Be That Song,85,2/18/2017
Brett Eldredge,Wanna Be That Song,69,2/11/2017
Brett Eldredge,Wanna Be That Song,64,2/4/2017
Brett Eldredge,Wanna Be That Song,57,1/28/2017
Brett Eldredge,Wanna Be That Song,46,1/21/2017
Brett Eldredge,Wanna Be That Song,48,1/14/2017
Brett Eldredge,Wanna Be That Song,62,1/7/2017
Brett Eldredge,Wanna Be That Song,59,12/31/2016
Brett Eldredge,Wanna Be That Song,53,12/24/2016
Brett Eldredge,Wanna Be That Song,59,12/17/2016
Brett Eldredge,Wanna Be That Song,57,12/10/2016
Brett Eldredge,Wanna Be That Song,64,12/3/2016
Brett Young,Here Tonight,98,6/1/2019
Brett Young,Here Tonight,74,5/25/2019
Brett Young,Here Tonight,66,5/18/2019
Brett Young,Here Tonight,54,5/11/2019
Brett Young,Here Tonight,49,5/4/2019
Brett Young,Here Tonight,42,4/27/2019
Brett Young,Here Tonight,45,4/20/2019
Brett Young,Here Tonight,51,4/13/2019
Brett Young,Here Tonight,51,4/6/2019
Brett Young,Here Tonight,53,3/30/2019
Brett Young,Here Tonight,60,3/23/2019
Brett Young,Here Tonight,62,3/16/2019
Brett Young,Here Tonight,71,3/9/2019
Brett Young,Here Tonight,67,3/2/2019
Brett Young,Here Tonight,92,2/23/2019
Brett Young,Here Tonight,89,2/16/2019
Brett Young,Here Tonight,96,2/9/2019
Brett Young,Here Tonight,95,1/26/2019
Brett Young,Here Tonight,88,1/19/2019
Brett Young,Here Tonight,91,1/12/2019
Brett Young,In Case You Didn't Know,45,9/2/2017
Brett Young,In Case You Didn't Know,41,8/26/2017
Brett Young,In Case You Didn't Know,43,8/19/2017
Brett Young,In Case You Didn't Know,44,8/12/2017
Brett Young,In Case You Didn't Know,37,8/5/2017
Brett Young,In Case You Didn't Know,38,7/29/2017
Brett Young,In Case You Didn't Know,37,7/22/2017
Brett Young,In Case You Didn't Know,32,7/15/2017
Brett Young,In Case You Didn't Know,32,7/8/2017
Brett Young,In Case You Didn't Know,31,7/1/2017
Brett Young,In Case You Didn't Know,20,6/24/2017
Brett Young,In Case You Didn't Know,19,6/17/2017
Brett Young,In Case You Didn't Know,19,6/10/2017
Brett Young,In Case You Didn't Know,23,6/3/2017
Brett Young,In Case You Didn't Know,24,5/27/2017
Brett Young,In Case You Didn't Know,31,5/20/2017
Brett Young,In Case You Didn't Know,34,5/13/2017
Brett Young,In Case You Didn't Know,45,5/6/2017
Brett Young,In Case You Didn't Know,40,4/29/2017
Brett Young,In Case You Didn't Know,44,4/22/2017
Brett Young,In Case You Didn't Know,51,4/15/2017
Brett Young,In Case You Didn't Know,67,4/8/2017
Brett Young,In Case You Didn't Know,68,4/1/2017
Brett Young,In Case You Didn't Know,80,3/25/2017
Brett Young,In Case You Didn't Know,85,3/18/2017
Brett Young,In Case You Didn't Know,92,3/11/2017
Brett Young,In Case You Didn't Know,75,3/4/2017
Brett Young,In Case You Didn't Know,94,2/25/2017
Brett Young,Like I Loved You,66,2/17/2018
Brett Young,Like I Loved You,70,2/10/2018
Brett Young,Like I Loved You,63,2/3/2018
Brett Young,Like I Loved You,52,1/27/2018
Brett Young,Like I Loved You,51,1/20/2018
Brett Young,Like I Loved You,46,1/13/2018
Brett Young,Like I Loved You,56,1/6/2018
Brett Young,Like I Loved You,54,12/30/2017
Brett Young,Like I Loved You,62,12/23/2017
Brett Young,Like I Loved You,62,12/16/2017
Brett Young,Like I Loved You,61,12/9/2017
Brett Young,Like I Loved You,62,12/2/2017
Brett Young,Like I Loved You,67,11/25/2017
Brett Young,Like I Loved You,63,11/18/2017
Brett Young,Like I Loved You,67,11/11/2017
Brett Young,Like I Loved You,78,11/4/2017
Brett Young,Like I Loved You,84,10/28/2017
Brett Young,Like I Loved You,91,10/21/2017
Brett Young,Like I Loved You,95,10/14/2017
Brett Young,Mercy,78,9/29/2018
Brett Young,Mercy,65,9/22/2018
Brett Young,Mercy,55,9/15/2018
Brett Young,Mercy,38,9/8/2018
Brett Young,Mercy,34,9/1/2018
Brett Young,Mercy,29,8/25/2018
Brett Young,Mercy,34,8/18/2018
Brett Young,Mercy,32,8/11/2018
Brett Young,Mercy,33,8/4/2018
Brett Young,Mercy,38,7/28/2018
Brett Young,Mercy,41,7/21/2018
Brett Young,Mercy,64,7/14/2018
Brett Young,Mercy,48,7/7/2018
Brett Young,Mercy,60,6/30/2018
Brett Young,Mercy,63,6/23/2018
Brett Young,Mercy,74,6/16/2018
Brett Young,Mercy,72,6/9/2018
Brett Young,Mercy,71,6/2/2018
Brett Young,Mercy,86,5/26/2018
Brett Young,Mercy,97,5/19/2018
Brett Young,Sleep Without You,75,1/28/2017
Brett Young,Sleep Without You,67,1/21/2017
Brett Young,Sleep Without You,62,1/14/2017
Brett Young,Sleep Without You,88,1/7/2017
Brett Young,Sleep Without You,86,12/31/2016
Brett Young,Sleep Without You,74,12/24/2016
Brett Young,Sleep Without You,63,12/17/2016
Brett Young,Sleep Without You,47,12/10/2016
Brett Young,Sleep Without You,51,12/3/2016
Britney Spears,Slumber Party,86,12/10/2016
Brothers Osborne,It Ain't My Fault,88,10/21/2017
Brothers Osborne,It Ain't My Fault,89,10/14/2017
Brothers Osborne,It Ain't My Fault,91,10/7/2017
Brothers Osborne,It Ain't My Fault,94,9/30/2017
Brothers Osborne,It Ain't My Fault,83,9/23/2017
Brothers Osborne,It Ain't My Fault,100,9/16/2017
Brothers Osborne,It Ain't My Fault,83,9/9/2017
Brothers Osborne,It Ain't My Fault,79,9/2/2017
Brothers Osborne,It Ain't My Fault,91,8/26/2017
Brothers Osborne,It Ain't My Fault,86,8/19/2017
Brothers Osborne,It Ain't My Fault,93,8/12/2017
Brothers Osborne,It Ain't My Fault,94,8/5/2017
Brothers Osborne,It Ain't My Fault,97,7/22/2017
Brothers Osborne,It Ain't My Fault,100,7/15/2017
Brothers Osborne,It Ain't My Fault,99,7/8/2017
Brothers Osborne,It Ain't My Fault,100,7/1/2017
Bruno Mars,24K Magic,50,8/5/2017
Bruno Mars,24K Magic,48,7/29/2017
Bruno Mars,24K Magic,40,7/22/2017
Bruno Mars,24K Magic,40,7/15/2017
Bruno Mars,24K Magic,40,7/8/2017
Bruno Mars,24K Magic,39,7/1/2017
Bruno Mars,24K Magic,41,6/24/2017
Bruno Mars,24K Magic,38,6/17/2017
Bruno Mars,24K Magic,38,6/10/2017
Bruno Mars,24K Magic,40,6/3/2017
Bruno Mars,24K Magic,35,5/27/2017
Bruno Mars,24K Magic,35,5/20/2017
Bruno Mars,24K Magic,35,5/13/2017
Bruno Mars,24K Magic,41,5/6/2017
Bruno Mars,24K Magic,30,4/29/2017
Bruno Mars,24K Magic,27,4/22/2017
Bruno Mars,24K Magic,29,4/15/2017
Bruno Mars,24K Magic,27,4/8/2017
Bruno Mars,24K Magic,22,4/1/2017
Bruno Mars,24K Magic,16,3/25/2017
Bruno Mars,24K Magic,18,3/18/2017
Bruno Mars,24K Magic,15,3/11/2017
Bruno Mars,24K Magic,13,3/4/2017
Bruno Mars,24K Magic,15,2/25/2017
Bruno Mars,24K Magic,12,2/18/2017
Bruno Mars,24K Magic,11,2/11/2017
Bruno Mars,24K Magic,10,2/4/2017
Bruno Mars,24K Magic,7,1/28/2017
Bruno Mars,24K Magic,5,1/21/2017
Bruno Mars,24K Magic,5,1/14/2017
Bruno Mars,24K Magic,4,1/7/2017
Bruno Mars,24K Magic,4,12/31/2016
Bruno Mars,24K Magic,4,12/24/2016
Bruno Mars,24K Magic,5,12/17/2016
Bruno Mars,24K Magic,4,12/10/2016
Bruno Mars,24K Magic,6,12/3/2016
Bruno Mars,That's What I Like,38,1/20/2018
Bruno Mars,That's What I Like,32,1/13/2018
Bruno Mars,That's What I Like,37,1/6/2018
Bruno Mars,That's What I Like,43,12/30/2017
Bruno Mars,That's What I Like,40,12/23/2017
Bruno Mars,That's What I Like,37,12/16/2017
Bruno Mars,That's What I Like,32,12/9/2017
Bruno Mars,That's What I Like,34,12/2/2017
Bruno Mars,That's What I Like,36,11/25/2017
Bruno Mars,That's What I Like,33,11/18/2017
Bruno Mars,That's What I Like,32,11/11/2017
Bruno Mars,That's What I Like,30,11/4/2017
Bruno Mars,That's What I Like,30,10/28/2017
Bruno Mars,That's What I Like,23,10/21/2017
Bruno Mars,That's What I Like,22,10/14/2017
Bruno Mars,That's What I Like,20,10/7/2017
Bruno Mars,That's What I Like,18,9/30/2017
Bruno Mars,That's What I Like,17,9/23/2017
Bruno Mars,That's What I Like,17,9/16/2017
Bruno Mars,That's What I Like,8,9/9/2017
Bruno Mars,That's What I Like,8,9/2/2017
Bruno Mars,That's What I Like,7,8/26/2017
Bruno Mars,That's What I Like,4,8/19/2017
Bruno Mars,That's What I Like,3,8/12/2017
Bruno Mars,That's What I Like,3,8/5/2017
Bruno Mars,That's What I Like,4,7/29/2017
Bruno Mars,That's What I Like,3,7/22/2017
Bruno Mars,That's What I Like,4,7/15/2017
Bruno Mars,That's What I Like,3,7/8/2017
Bruno Mars,That's What I Like,3,7/1/2017
Bruno Mars,That's What I Like,2,6/24/2017
Bruno Mars,That's What I Like,2,6/17/2017
Bruno Mars,That's What I Like,2,6/10/2017
Bruno Mars,That's What I Like,2,6/3/2017
Bruno Mars,That's What I Like,2,5/27/2017
Bruno Mars,That's What I Like,2,5/20/2017
Bruno Mars,That's What I Like,1,5/13/2017
Bruno Mars,That's What I Like,3,5/6/2017
Bruno Mars,That's What I Like,2,4/29/2017
Bruno Mars,That's What I Like,3,4/22/2017
Bruno Mars,That's What I Like,2,4/15/2017
Bruno Mars,That's What I Like,2,4/8/2017
Bruno Mars,That's What I Like,2,4/1/2017
Bruno Mars,That's What I Like,3,3/25/2017
Bruno Mars,That's What I Like,4,3/18/2017
Bruno Mars,That's What I Like,4,3/11/2017
Bruno Mars,That's What I Like,7,3/4/2017
Bruno Mars,That's What I Like,37,2/25/2017
Bruno Mars,That's What I Like,57,2/18/2017
Bruno Mars,That's What I Like,82,2/11/2017
Bruno Mars,That's What I Like,79,12/10/2016
Bruno Mars,Versace On The Floor,83,9/30/2017
Bruno Mars,Versace On The Floor,71,9/23/2017
Bruno Mars,Versace On The Floor,71,9/16/2017
Bruno Mars,Versace On The Floor,42,9/9/2017
Bruno Mars,Versace On The Floor,33,9/2/2017
Bruno Mars,Versace On The Floor,43,8/26/2017
Bruno Mars,Versace On The Floor,46,8/19/2017
Bruno Mars,Versace On The Floor,53,8/12/2017
Bruno Mars,Versace On The Floor,47,8/5/2017
Bruno Mars,Versace On The Floor,57,7/29/2017
Bruno Mars,Versace On The Floor,56,7/22/2017
Bruno Mars,Versace On The Floor,78,7/15/2017
Bruno Mars,Versace On The Floor,100,1/7/2017
Bruno Mars,Versace On The Floor,98,12/10/2016
"Bruno Mars, Cardi B",Finesse,50,6/16/2018
"Bruno Mars, Cardi B",Finesse,39,6/9/2018
"Bruno Mars, Cardi B",Finesse,37,6/2/2018
"Bruno Mars, Cardi B",Finesse,30,5/26/2018
"Bruno Mars, Cardi B",Finesse,31,5/19/2018
"Bruno Mars, Cardi B",Finesse,33,5/12/2018
"Bruno Mars, Cardi B",Finesse,25,5/5/2018
"Bruno Mars, Cardi B",Finesse,12,4/28/2018
"Bruno Mars, Cardi B",Finesse,10,4/21/2018
"Bruno Mars, Cardi B",Finesse,8,4/14/2018
"Bruno Mars, Cardi B",Finesse,3,4/7/2018
"Bruno Mars, Cardi B",Finesse,4,3/31/2018
"Bruno Mars, Cardi B",Finesse,3,3/24/2018
"Bruno Mars, Cardi B",Finesse,3,3/17/2018
"Bruno Mars, Cardi B",Finesse,4,3/10/2018
"Bruno Mars, Cardi B",Finesse,3,3/3/2018
"Bruno Mars, Cardi B",Finesse,3,2/24/2018
"Bruno Mars, Cardi B",Finesse,3,2/17/2018
"Bruno Mars, Cardi B",Finesse,3,2/10/2018
"Bruno Mars, Cardi B",Finesse,5,2/3/2018
"Bruno Mars, Cardi B",Finesse,4,1/27/2018
"Bruno Mars, Cardi B",Finesse,3,1/20/2018
"Bruno Mars, Cardi B",Finesse,35,1/13/2018
Bryce Vine,Drew Barrymore,99,11/24/2018
Bryce Vine,Drew Barrymore,76,11/17/2018
Bryce Vine,Drew Barrymore,66,11/10/2018
Bryce Vine,Drew Barrymore,64,11/3/2018
Bryce Vine,Drew Barrymore,64,10/27/2018
Bryce Vine,Drew Barrymore,56,10/20/2018
Bryce Vine,Drew Barrymore,63,10/13/2018
Bryce Vine,Drew Barrymore,51,10/6/2018
Bryce Vine,Drew Barrymore,49,9/29/2018
Bryce Vine,Drew Barrymore,47,9/22/2018
Bryce Vine,Drew Barrymore,50,9/15/2018
Bryce Vine,Drew Barrymore,46,9/8/2018
Bryce Vine,Drew Barrymore,57,9/1/2018
Bryce Vine,Drew Barrymore,91,8/25/2018
Bryce Vine,La La Land,85,7/6/2019
Bryce Vine,La La Land,90,6/29/2019
Bryce Vine,La La Land,95,6/22/2019
Bryce Vine,La La Land,92,6/15/2019
Bryson Tiller,Don't Get Too High,89,6/17/2017
Bryson Tiller,No Longer Friends,98,6/17/2017
Bryson Tiller,Run Me Dry,91,6/17/2017
Bryson Tiller,Somethin Tells Me,74,6/17/2017
BTS,DNA,98,10/28/2017
BTS,DNA,87,10/21/2017
BTS,DNA,67,10/14/2017
BTS,DNA,85,10/7/2017
BTS,Fake Love,76,7/7/2018
BTS,Fake Love,65,6/30/2018
BTS,Fake Love,71,6/23/2018
BTS,Fake Love,48,6/16/2018
BTS,Fake Love,51,6/9/2018
BTS,Fake Love,10,6/2/2018
Burl Ives,A Holly Jolly Christmas,10,1/5/2019
Burl Ives,A Holly Jolly Christmas,12,12/29/2018
Burl Ives,A Holly Jolly Christmas,21,12/22/2018
Burl Ives,A Holly Jolly Christmas,22,12/15/2018
Burl Ives,A Holly Jolly Christmas,26,12/8/2018
Burl Ives,A Holly Jolly Christmas,46,1/6/2018
Burl Ives,A Holly Jolly Christmas,41,12/30/2017
Burl Ives,A Holly Jolly Christmas,47,12/23/2017
Burl Ives,A Holly Jolly Christmas,46,1/7/2017
Calboy,Envy Me,47,6/29/2019
Calboy,Envy Me,41,6/22/2019
Calboy,Envy Me,40,6/15/2019
Calboy,Envy Me,38,6/8/2019
Calboy,Envy Me,39,6/1/2019
Calboy,Envy Me,35,5/25/2019
Calboy,Envy Me,35,5/18/2019
Calboy,Envy Me,32,5/11/2019
Calboy,Envy Me,31,5/4/2019
Calboy,Envy Me,35,4/27/2019
Calboy,Envy Me,34,4/20/2019
Calboy,Envy Me,38,4/13/2019
Calboy,Envy Me,36,4/6/2019
Calboy,Envy Me,39,3/30/2019
Calboy,Envy Me,43,3/23/2019
Calboy,Envy Me,40,3/16/2019
Calboy,Envy Me,42,3/9/2019
Calboy,Envy Me,42,3/2/2019
Calboy,Envy Me,50,2/23/2019
Calboy,Envy Me,45,2/16/2019
Calboy,Envy Me,43,2/9/2019
Calboy,Envy Me,45,2/2/2019
Calboy,Envy Me,41,1/26/2019
Calboy,Envy Me,63,1/19/2019
Calboy,Envy Me,66,1/12/2019
Calboy,Envy Me,98,1/5/2019
Calboy,Envy Me,91,12/29/2018
Calum Scott,Dancing On My Own,93,3/11/2017
Calum Scott,Dancing On My Own,94,2/11/2017
Calvin Harris,Faking It,100,12/30/2017
Calvin Harris,Faking It,96,12/23/2017
Calvin Harris,Faking It,94,12/16/2017
Calvin Harris,Faking It,100,12/9/2017
Calvin Harris,Feels,94,11/4/2017
Calvin Harris,Feels,78,10/28/2017
Calvin Harris,Feels,66,10/21/2017
Calvin Harris,Feels,53,10/14/2017
Calvin Harris,Feels,43,10/7/2017
Calvin Harris,Feels,37,9/30/2017
Calvin Harris,Feels,23,9/23/2017
Calvin Harris,Feels,22,9/16/2017
Calvin Harris,Feels,22,9/9/2017
Calvin Harris,Feels,20,9/2/2017
Calvin Harris,Feels,21,8/26/2017
Calvin Harris,Feels,21,8/19/2017
Calvin Harris,Feels,23,8/12/2017
Calvin Harris,Feels,26,8/5/2017
Calvin Harris,Feels,30,7/29/2017
Calvin Harris,Feels,26,7/22/2017
Calvin Harris,Feels,57,7/15/2017
Calvin Harris,Feels,51,7/8/2017
Calvin Harris,Heatstroke,96,4/22/2017
Calvin Harris,My Way,74,12/10/2016
Calvin Harris,My Way,74,12/3/2016
Calvin Harris,Rollin,97,8/5/2017
Calvin Harris,Rollin,76,7/22/2017
Calvin Harris,Rollin,91,6/10/2017
Calvin Harris,Rollin,62,6/3/2017
Calvin Harris,Slide,45,7/29/2017
Calvin Harris,Slide,32,7/22/2017
Calvin Harris,Slide,55,7/15/2017
Calvin Harris,Slide,49,7/8/2017
Calvin Harris,Slide,46,7/1/2017
Calvin Harris,Slide,35,6/24/2017
Calvin Harris,Slide,30,6/17/2017
Calvin Harris,Slide,29,6/10/2017
Calvin Harris,Slide,25,6/3/2017
Calvin Harris,Slide,28,5/27/2017
Calvin Harris,Slide,30,5/20/2017
Calvin Harris,Slide,30,5/13/2017
Calvin Harris,Slide,44,5/6/2017
Calvin Harris,Slide,36,4/29/2017
Calvin Harris,Slide,40,4/22/2017
Calvin Harris,Slide,45,4/15/2017
Calvin Harris,Slide,55,4/8/2017
Calvin Harris,Slide,48,4/1/2017
Calvin Harris,Slide,52,3/25/2017
Calvin Harris,Slide,34,3/18/2017
Calvin Harris,This Is What You Came For,36,12/24/2016
Calvin Harris,This Is What You Came For,33,12/17/2016
Calvin Harris,This Is What You Came For,26,12/10/2016
Calvin Harris,This Is What You Came For,25,12/3/2016
"Calvin Harris, Dua Lipa",One Kiss,43,9/8/2018
"Calvin Harris, Dua Lipa",One Kiss,39,9/1/2018
"Calvin Harris, Dua Lipa",One Kiss,32,8/25/2018
"Calvin Harris, Dua Lipa",One Kiss,40,8/18/2018
"Calvin Harris, Dua Lipa",One Kiss,30,8/11/2018
"Calvin Harris, Dua Lipa",One Kiss,27,8/4/2018
"Calvin Harris, Dua Lipa",One Kiss,26,7/28/2018
"Calvin Harris, Dua Lipa",One Kiss,29,7/21/2018
"Calvin Harris, Dua Lipa",One Kiss,45,7/14/2018
"Calvin Harris, Dua Lipa",One Kiss,36,7/7/2018
"Calvin Harris, Dua Lipa",One Kiss,37,6/30/2018
"Calvin Harris, Dua Lipa",One Kiss,30,6/23/2018
"Calvin Harris, Dua Lipa",One Kiss,38,6/16/2018
"Calvin Harris, Dua Lipa",One Kiss,32,6/9/2018
"Calvin Harris, Dua Lipa",One Kiss,43,6/2/2018
"Calvin Harris, Dua Lipa",One Kiss,39,5/26/2018
"Calvin Harris, Dua Lipa",One Kiss,49,5/19/2018
"Calvin Harris, Dua Lipa",One Kiss,61,5/12/2018
"Calvin Harris, Dua Lipa",One Kiss,64,5/5/2018
"Calvin Harris, Dua Lipa",One Kiss,64,4/28/2018
"Calvin Harris, Dua Lipa",One Kiss,62,4/21/2018
"Calvin Harris, Sam Smith",Promises,88,11/17/2018
"Calvin Harris, Sam Smith",Promises,86,11/10/2018
"Calvin Harris, Sam Smith",Promises,77,11/3/2018
"Calvin Harris, Sam Smith",Promises,80,10/27/2018
"Calvin Harris, Sam Smith",Promises,83,10/20/2018
"Calvin Harris, Sam Smith",Promises,85,10/13/2018
"Calvin Harris, Sam Smith",Promises,68,10/6/2018
"Calvin Harris, Sam Smith",Promises,77,9/29/2018
"Calvin Harris, Sam Smith",Promises,72,9/22/2018
"Calvin Harris, Sam Smith",Promises,86,9/15/2018
"Calvin Harris, Sam Smith",Promises,93,9/8/2018
"Calvin Harris, Sam Smith",Promises,65,9/1/2018
Camila Cabello,Consequences,72,2/2/2019
Camila Cabello,Consequences,60,1/26/2019
Camila Cabello,Consequences,52,1/19/2019
Camila Cabello,Consequences,51,1/12/2019
Camila Cabello,Consequences,75,1/5/2019
Camila Cabello,Consequences,69,12/29/2018
Camila Cabello,Consequences,72,12/22/2018
Camila Cabello,Consequences,94,12/15/2018
Camila Cabello,Consequences,77,12/8/2018
Camila Cabello,Consequences,82,12/1/2018
Camila Cabello,Consequences,83,11/24/2018
Camila Cabello,Consequences,97,11/17/2018
Camila Cabello,Crying In The Club,73,8/5/2017
Camila Cabello,Crying In The Club,71,7/29/2017
Camila Cabello,Crying In The Club,53,7/22/2017
Camila Cabello,Crying In The Club,50,7/15/2017
Camila Cabello,Crying In The Club,54,7/8/2017
Camila Cabello,Crying In The Club,55,7/1/2017
Camila Cabello,Crying In The Club,56,6/24/2017
Camila Cabello,Crying In The Club,61,6/17/2017
Camila Cabello,Crying In The Club,47,6/10/2017
Camila Cabello,Havana,39,7/7/2018
Camila Cabello,Havana,39,6/30/2018
Camila Cabello,Havana,27,6/23/2018
Camila Cabello,Havana,33,6/16/2018
Camila Cabello,Havana,25,6/9/2018
Camila Cabello,Havana,24,6/2/2018
Camila Cabello,Havana,24,5/26/2018
Camila Cabello,Havana,24,5/19/2018
Camila Cabello,Havana,27,5/12/2018
Camila Cabello,Havana,22,5/5/2018
Camila Cabello,Havana,19,4/28/2018
Camila Cabello,Havana,16,4/21/2018
Camila Cabello,Havana,11,4/14/2018
Camila Cabello,Havana,10,4/7/2018
Camila Cabello,Havana,8,3/31/2018
Camila Cabello,Havana,7,3/24/2018
Camila Cabello,Havana,6,3/17/2018
Camila Cabello,Havana,5,3/10/2018
Camila Cabello,Havana,4,3/3/2018
Camila Cabello,Havana,4,2/24/2018
Camila Cabello,Havana,4,2/17/2018
Camila Cabello,Havana,4,2/10/2018
Camila Cabello,Havana,3,2/3/2018
Camila Cabello,Havana,1,1/27/2018
Camila Cabello,Havana,2,1/20/2018
Camila Cabello,Havana,2,1/13/2018
Camila Cabello,Havana,3,1/6/2018
Camila Cabello,Havana,3,12/30/2017
Camila Cabello,Havana,3,12/23/2017
Camila Cabello,Havana,2,12/16/2017
Camila Cabello,Havana,2,12/9/2017
Camila Cabello,Havana,2,12/2/2017
Camila Cabello,Havana,2,11/25/2017
Camila Cabello,Havana,2,11/18/2017
Camila Cabello,Havana,7,11/11/2017
Camila Cabello,Havana,20,11/4/2017
Camila Cabello,Havana,26,10/28/2017
Camila Cabello,Havana,29,10/21/2017
Camila Cabello,Havana,44,10/14/2017
Camila Cabello,Havana,64,10/7/2017
Camila Cabello,Havana,64,9/30/2017
Camila Cabello,Havana,73,9/23/2017
Camila Cabello,Havana,83,9/16/2017
Camila Cabello,Havana,94,9/9/2017
Camila Cabello,Havana,99,8/26/2017
Camila Cabello,Never Be The Same,42,9/8/2018
Camila Cabello,Never Be The Same,41,9/1/2018
Camila Cabello,Never Be The Same,37,8/25/2018
Camila Cabello,Never Be The Same,46,8/18/2018
Camila Cabello,Never Be The Same,36,8/11/2018
Camila Cabello,Never Be The Same,32,8/4/2018
Camila Cabello,Never Be The Same,30,7/28/2018
Camila Cabello,Never Be The Same,26,7/21/2018
Camila Cabello,Never Be The Same,35,7/14/2018
Camila Cabello,Never Be The Same,28,7/7/2018
Camila Cabello,Never Be The Same,26,6/30/2018
Camila Cabello,Never Be The Same,19,6/23/2018
Camila Cabello,Never Be The Same,18,6/16/2018
Camila Cabello,Never Be The Same,16,6/9/2018
Camila Cabello,Never Be The Same,13,6/2/2018
Camila Cabello,Never Be The Same,9,5/26/2018
Camila Cabello,Never Be The Same,8,5/19/2018
Camila Cabello,Never Be The Same,6,5/12/2018
Camila Cabello,Never Be The Same,13,5/5/2018
Camila Cabello,Never Be The Same,13,4/28/2018
Camila Cabello,Never Be The Same,15,4/21/2018
Camila Cabello,Never Be The Same,14,4/14/2018
Camila Cabello,Never Be The Same,14,4/7/2018
Camila Cabello,Never Be The Same,19,3/31/2018
Camila Cabello,Never Be The Same,16,3/24/2018
Camila Cabello,Never Be The Same,19,3/17/2018
Camila Cabello,Never Be The Same,24,3/10/2018
Camila Cabello,Never Be The Same,28,3/3/2018
Camila Cabello,Never Be The Same,29,2/24/2018
Camila Cabello,Never Be The Same,27,2/17/2018
Camila Cabello,Never Be The Same,32,2/10/2018
Camila Cabello,Never Be The Same,37,2/3/2018
Camila Cabello,Never Be The Same,30,1/27/2018
Camila Cabello,Never Be The Same,65,1/20/2018
Camila Cabello,Never Be The Same,71,1/13/2018
Camila Cabello,Never Be The Same,61,12/30/2017
Camila Cabello,OMG,81,8/26/2017
Cardi B,Bartier Cardi,81,5/19/2018
Cardi B,Bartier Cardi,75,5/12/2018
